make,model,vehicle_style,year,engine_hp,msrp,hp_per_1000$
Mazda,Tribute,"4dr SUV",2009,171,24620,6.95
Toyota,4Runner,"4dr SUV",2015,270,38855,6.95
Nissan,Armada,"4dr SUV",2014,317,45580,6.95
Chrysler,Aspen,"4dr SUV",2007,235,33810,6.95
Subaru,BRZ,Coupe,2015,200,28795,6.95
Chevrolet,Colorado,"Extended Cab Pickup",2012,185,26620,6.95
Mazda,CX-5,"4dr SUV",2016,184,26465,6.95
Honda,Element,"4dr SUV",2010,166,23885,6.95
Chevrolet,Equinox,"4dr SUV",2015,182,26170,6.95
Honda,Fit,"4dr Hatchback",2017,130,18700,6.95
Ford,Freestyle,Wagon,2007,203,29205,6.95
Infiniti,FX35,"4dr SUV",2008,275,39550,6.95
Infiniti,FX35,"4dr SUV",2009,303,43600,6.95
Volkswagen,GTI,"4dr Hatchback",2013,200,28795,6.95
Volkswagen,GTI,"4dr Hatchback",2013,200,28795,6.95
Dodge,Journey,"4dr SUV",2016,173,24895,6.95
Dodge,Journey,"4dr SUV",2017,173,24895,6.95
Chevrolet,Malibu,Sedan,2015,196,28195,6.95
Subaru,Outback,"4dr SUV",2015,175,25195,6.95
Ford,F-150,"Crew Cab Pickup",2015,385,55305,6.96
Volkswagen,"Golf GTI","4dr Hatchback",2016,220,31630,6.96
Toyota,Highlander,"4dr SUV",2016,270,38775,6.96
Lincoln,MKT,Wagon,2017,303,43530,6.96
Chrysler,"Town and Country","Passenger Minivan",2016,283,40645,6.96
Volvo,XC70,Wagon,2014,240,34500,6.96
GMC,"Yukon XL","4dr SUV",2016,355,51015,6.96
FIAT,500L,Wagon,2017,160,22995,6.96
Cadillac,ATS,Sedan,2016,335,48110,6.96
Chevrolet,Aveo,"4dr Hatchback",2009,107,15365,6.96
Chevrolet,Aveo,Sedan,2009,107,15365,6.96
Subaru,"B9 Tribeca","4dr SUV",2006,250,35895,6.96
Subaru,"B9 Tribeca","4dr SUV",2006,250,35895,6.96
Subaru,BRZ,Coupe,2017,200,28745,6.96
Mercedes-Benz,C-Class,Sedan,2017,362,52000,6.96
Mercedes-Benz,CLK-Class,Coupe,2007,382,54900,6.96
Toyota,Corolla,Sedan,2015,132,18965,6.96
Dodge,Dakota,"Crew Cab Pickup",2008,210,30155,6.96
Dodge,Dakota,"Extended Cab Pickup",2009,210,30155,6.96
Dodge,Dakota,"Crew Cab Pickup",2010,210,30180,6.96
Dodge,Durango,"4dr SUV",2016,295,42390,6.96
Mazda,3,"4dr Hatchback",2017,155,22245,6.97
Honda,Accord,Sedan,2017,185,26530,6.97
Toyota,Corolla,Sedan,2017,132,18935,6.97
Honda,Crosstour,"4dr Hatchback",2015,192,27530,6.97
Hyundai,"Elantra Touring","4dr Hatchback",2010,138,19795,6.97
Toyota,RAV4,"4dr SUV",2015,176,25240,6.97
Nissan,Rogue,"4dr SUV",2015,170,24390,6.97
Volvo,S60,Sedan,2016,302,43300,6.97
GMC,"Sierra 1500","Extended Cab Pickup",2016,285,40915,6.97
Hyundai,Sonata,Sedan,2015,185,26525,6.97
Hyundai,Sonata,Sedan,2015,185,26525,6.97
Hyundai,Sonata,Sedan,2015,185,26525,6.97
Hyundai,Sonata,Sedan,2015,185,26525,6.97
Kia,Sportage,"4dr SUV",2017,237,34000,6.97
Volkswagen,Tiguan,"4dr SUV",2016,200,28700,6.97
Acura,TLX,Sedan,2017,290,41600,6.97
Ford,"Transit Wagon","Passenger Van",2017,275,39460,6.97
Ford,"Transit Wagon","Passenger Van",2017,275,39475,6.97
"Land Rover",Freelander,"4dr SUV",2003,174,24975,6.97
Infiniti,"G Convertible",Convertible,2012,325,46650,6.97
Volkswagen,"Golf GTI","4dr Hatchback",2016,210,30135,6.97
Pontiac,"Grand Am",Sedan,2005,140,20090,6.97
Volkswagen,"Jetta SportWagen",Wagon,2013,170,24395,6.97
Volkswagen,"Jetta SportWagen",Wagon,2013,170,24395,6.97
Lincoln,LS,Sedan,2005,280,40190,6.97
Mazda,"MX-5 Miata",Convertible,2015,167,23970,6.97
Volkswagen,Passat,Sedan,2015,170,24375,6.97
Volkswagen,Passat,Sedan,2015,170,24375,6.97
Volvo,XC60,"4dr SUV",2016,302,43350,6.97
Suzuki,Vitara,"4dr SUV",2002,127,18199,6.98
Suzuki,Vitara,"4dr SUV",2003,127,18199,6.98
Volvo,XC60,"4dr SUV",2015,300,42950,6.98
Chevrolet,"Silverado 1500","Crew Cab Pickup",2015,355,50850,6.98
Chevrolet,Sonic,Sedan,2016,138,19780,6.98
Acura,TLX,Sedan,2015,290,41575,6.98
Acura,TLX,Sedan,2016,290,41575,6.98
Ford,"Transit Connect","Cargo Minivan",2016,169,24200,6.98
Ford,"Transit Connect","Cargo Minivan",2016,169,24200,6.98
Chevrolet,Avalanche,"Crew Cab Pickup",2010,320,45815,6.98
Lincoln,Aviator,"4dr SUV",2004,302,43240,6.98
Chevrolet,Blazer,"4dr SUV",2004,190,27230,6.98
Chevrolet,Camaro,Coupe,2015,505,72305,6.98
Toyota,"Camry Solara",Coupe,2007,155,22200,6.98
Chevrolet,"Captiva Sport","4dr SUV",2013,180,25770,6.98
Chevrolet,Corvette,Coupe,2016,455,65145,6.98
Chevrolet,Corvette,Coupe,2017,455,65195,6.98
Chevrolet,Cruze,"4dr Hatchback",2017,153,21920,6.98
Ford,"E-Series Wagon","Passenger Van",2013,255,36545,6.98
Hyundai,Equus,Sedan,2015,429,61500,6.98
Hyundai,Equus,Sedan,2016,429,61500,6.98
Volkswagen,"Golf GTI","4dr Hatchback",2015,220,31540,6.98
Suzuki,"Grand Vitara","4dr SUV",2013,166,23799,6.98
Nissan,Juke,"4dr Hatchback",2015,188,26940,6.98
Nissan,Juke,"4dr Hatchback",2016,188,26940,6.98
Nissan,Juke,"4dr Hatchback",2017,188,26940,6.98
Suzuki,Kizashi,Sedan,2013,180,25799,6.98
Buick,Lucerne,Sedan,2009,227,32520,6.98
Lexus,"ES 330",Sedan,2005,225,32175,6.99
Honda,Fit,"4dr Hatchback",2016,130,18600,6.99
Infiniti,"G Coupe",Coupe,2012,348,49800,6.99
Volkswagen,"Golf GTI","4dr Hatchback",2015,210,30045,6.99
Suzuki,"Grand Vitara","4dr SUV",2012,166,23749,6.99
Honda,HR-V,"4dr SUV",2017,141,20165,6.99
Suzuki,Kizashi,Sedan,2012,180,25749,6.99
Lincoln,MKT,Wagon,2016,303,43370,6.99
Mitsubishi,"Montero Sport","4dr SUV",2004,197,28199,6.99
Chrysler,Pacifica,Wagon,2008,253,36195,6.99
Chevrolet,S-10,"Regular Cab Pickup",2002,120,17169,6.99
Kia,Sorento,"4dr SUV",2016,290,41500,6.99
Ford,"Transit Wagon","Passenger Van",2015,275,39330,6.99
Ford,Windstar,"Passenger Minivan",2001,200,28595,6.99
BMW,"3 Series",Sedan,2016,320,45800,6.99
Toyota,4Runner,"4dr SUV",2014,270,38645,6.99
Oldsmobile,Alero,Coupe,2003,140,20035,6.99
Oldsmobile,Alero,Sedan,2003,140,20035,6.99
GMC,Canyon,"Extended Cab Pickup",2012,185,26485,6.99
GMC,Canyon,"Extended Cab Pickup",2016,200,28595,6.99
Honda,CR-V,"4dr SUV",2014,185,26470,6.99
Toyota,4Runner,"4dr SUV",2016,270,38565,7
Subaru,"B9 Tribeca","4dr SUV",2006,250,35695,7
Subaru,"B9 Tribeca","4dr SUV",2006,250,35695,7
Mercedes-Benz,C-Class,Sedan,2015,503,71900,7
Mercedes-Benz,C-Class,Coupe,2017,469,67000,7
Mazda,CX-7,"4dr SUV",2012,161,22995,7
Dodge,Dakota,"Extended Cab Pickup",2009,210,29985,7
Chevrolet,Sonic,"4dr Hatchback",2017,138,19720,7
Chevrolet,Sonic,Sedan,2017,138,19720,7
Ford,"Transit Wagon","Passenger Van",2017,275,39310,7
Hyundai,Equus,Sedan,2014,429,61250,7
Ford,"Explorer Sport Trac","Crew Cab Pickup",2008,210,30015,7
Ford,"Explorer Sport Trac","Crew Cab Pickup",2008,210,30015,7
Ford,F-150,"Crew Cab Pickup",2015,385,55010,7
Infiniti,FX,"4dr SUV",2013,325,46400,7
Toyota,Matrix,"4dr Hatchback",2011,132,18845,7
Toyota,Matrix,"4dr Hatchback",2012,132,18845,7
BMW,M,Coupe,2001,315,44990,7
BMW,M,Coupe,2002,315,44990,7
Lincoln,MKZ,Sedan,2017,245,35010,7
Nissan,Murano,"4dr SUV",2016,260,37130,7
Nissan,Murano,"4dr SUV",2017,260,37130,7
Subaru,Outback,"4dr SUV",2016,175,24995,7
Mitsubishi,"Outlander Sport","4dr SUV",2016,168,23995,7
Volvo,V70,Wagon,2010,235,33550,7
Nissan,Versa,Sedan,2016,109,15580,7
GMC,Yukon,"4dr SUV",2015,355,50740,7
Volvo,S60,Sedan,2016,250,35650,7.01
Hyundai,"Santa Fe Sport","4dr SUV",2017,190,27100,7.01
Nissan,Sentra,Sedan,2016,130,18550,7.01
Chevrolet,Sonic,Sedan,2015,138,19680,7.01
Kia,Sorento,"4dr SUV",2016,185,26400,7.01
Saab,9-7X,"4dr SUV",2008,300,42770,7.01
Honda,Accord,Sedan,2016,185,26380,7.01
GMC,Canyon,"Crew Cab Pickup",2015,200,28535,7.01
Honda,Civic,Coupe,2015,143,20390,7.01
Chevrolet,Colorado,"Extended Cab Pickup",2016,200,28515,7.01
Honda,Crosstour,"4dr Hatchback",2014,192,27380,7.01
Cadillac,CTS,Sedan,2016,420,59955,7.01
Mitsubishi,Endeavor,"4dr SUV",2011,225,32099,7.01
Subaru,Impreza,"4dr Hatchback",2017,152,21695,7.01
Volkswagen,"Jetta GLI",Sedan,2014,210,29955,7.01
Volkswagen,"Jetta GLI",Sedan,2014,210,29955,7.01
Kia,K900,Sedan,2015,420,59900,7.01
Lincoln,LS,Sedan,2004,280,39970,7.01
Infiniti,M37,Sedan,2011,330,47050,7.01
Lincoln,MKT,Wagon,2015,303,43210,7.01
Mazda,MPV,"Passenger Minivan",2005,200,28515,7.01
Mazda,MPV,"Passenger Minivan",2006,200,28515,7.01
Honda,Passport,"4dr SUV",2001,205,29250,7.01
Ford,Explorer,"4dr SUV",2016,290,41300,7.02
Scion,FR-S,Coupe,2014,200,28500,7.02
Subaru,Impreza,"4dr Hatchback",2016,148,21095,7.02
Subaru,Impreza,Sedan,2016,148,21095,7.02
Volkswagen,"Jetta SportWagen",Wagon,2012,170,24210,7.02
Volkswagen,"Jetta SportWagen",Wagon,2012,170,24210,7.02
Toyota,RAV4,"4dr SUV",2015,176,25080,7.02
Buick,Rendezvous,"4dr SUV",2006,195,27780,7.02
Volvo,S40,Sedan,2009,227,32350,7.02
Toyota,Sequoia,"4dr SUV",2017,381,54250,7.02
Toyota,Sienna,"Passenger Minivan",2017,296,42145,7.02
Chevrolet,"Silverado 1500","Crew Cab Pickup",2015,285,40620,7.02
GMC,Sonoma,"Extended Cab Pickup",2002,120,17093,7.02
Chrysler,"Town and Country","Passenger Minivan",2015,283,40295,7.02
Mazda,Tribute,"4dr SUV",2011,171,24350,7.02
Chevrolet,Venture,"Passenger Minivan",2003,185,26340,7.02
Nissan,Versa,Sedan,2015,109,15530,7.02
Mazda,5,"Passenger Minivan",2015,157,22370,7.02
Cadillac,"ATS Coupe",Coupe,2016,335,47750,7.02
Oldsmobile,Aurora,Sedan,2001,215,30619,7.02
Volkswagen,"Beetle Convertible",Convertible,2015,210,29895,7.02
Volkswagen,"Beetle Convertible",Convertible,2015,210,29895,7.02
Subaru,BRZ,Coupe,2016,200,28495,7.02
Honda,Civic,Sedan,2017,174,24800,7.02
Honda,Civic,Sedan,2017,174,24800,7.02
Mazda,CX-5,"4dr SUV",2015,184,26215,7.02
Honda,Accord,Coupe,2015,185,26300,7.03
Nissan,Altima,Sedan,2017,179,25460,7.03
Chevrolet,Aveo,"4dr Hatchback",2010,108,15365,7.03
Chevrolet,Aveo,Sedan,2010,108,15365,7.03
Chevrolet,Aveo,"4dr Hatchback",2011,108,15365,7.03
Chevrolet,Aveo,Sedan,2011,108,15365,7.03
Volkswagen,Beetle,"2dr Hatchback",2015,170,24185,7.03
Volkswagen,Beetle,"2dr Hatchback",2015,170,24185,7.03
Toyota,"Corolla iM","4dr Hatchback",2017,137,19490,7.03
Chevrolet,Corvette,Coupe,2017,460,65450,7.03
Honda,Pilot,"4dr SUV",2017,280,39855,7.03
Infiniti,Q50,Sedan,2017,300,42650,7.03
Infiniti,QX4,"4dr SUV",2001,240,34150,7.03
Infiniti,QX4,"4dr SUV",2002,240,34150,7.03
Volvo,S60,Sedan,2016,240,34150,7.03
Lexus,"ES 350",Sedan,2016,268,38100,7.03
Volkswagen,GTI,"4dr Hatchback",2012,200,28445,7.03
Volkswagen,GTI,"4dr Hatchback",2012,200,28445,7.03
Nissan,Juke,"4dr Hatchback",2015,211,30020,7.03
Nissan,Juke,"4dr Hatchback",2017,211,30020,7.03
Mazda,MPV,"Passenger Minivan",2004,200,28460,7.03
Subaru,Outback,"4dr SUV",2015,175,24895,7.03
Mitsubishi,"Outlander Sport","4dr SUV",2016,168,23895,7.03
Toyota,Venza,Wagon,2014,268,38120,7.03
Volvo,XC60,"4dr SUV",2015,300,42650,7.03
Volvo,XC60,"4dr SUV",2016,300,42650,7.03
Nissan,"Versa Note","4dr Hatchback",2016,109,15480,7.04
Nissan,"Versa Note","4dr Hatchback",2017,109,15480,7.04
GMC,"Yukon XL","4dr SUV",2015,355,50440,7.04
Acura,RDX,"4dr SUV",2015,273,38795,7.04
Nissan,Rogue,"4dr SUV",2015,170,24140,7.04
Lexus,"RX 350","4dr SUV",2016,295,41900,7.04
GMC,"Savana Cargo","Cargo Van",2014,195,27710,7.04
Toyota,Sequoia,"4dr SUV",2016,381,54115,7.04
Chevrolet,"Silverado 1500","Crew Cab Pickup",2016,285,40495,7.04
Nissan,Titan,"Crew Cab Pickup",2017,390,55400,7.04
Acura,TL,Sedan,2014,280,39760,7.04
Acura,TL,Sedan,2014,305,43310,7.04
Acura,TL,Sedan,2014,305,43310,7.04
Ford,"Transit Wagon","Passenger Van",2015,275,39080,7.04
Honda,Civic,Sedan,2016,174,24700,7.04
Honda,Civic,Sedan,2016,174,24700,7.04
Chevrolet,Corvette,Convertible,2016,650,92345,7.04
Chevrolet,Corvette,Convertible,2017,650,92395,7.04
Honda,Element,"4dr SUV",2009,166,23585,7.04
Ford,Expedition,"4dr SUV",2017,365,51861,7.04
Ford,"Explorer Sport Trac","Crew Cab Pickup",2009,210,29835,7.04
Ford,"Explorer Sport Trac","Crew Cab Pickup",2009,210,29835,7.04
Chevrolet,"Express Cargo","Cargo Van",2014,195,27710,7.04
Ford,F-150,"Crew Cab Pickup",2015,282,40050,7.04
Volkswagen,GTI,"4dr Hatchback",2013,200,28395,7.04
Volkswagen,GTI,"4dr Hatchback",2013,200,28395,7.04
Honda,HR-V,"4dr SUV",2016,141,20015,7.04
Nissan,Murano,"4dr SUV",2015,260,36950,7.04
Mazda,"MX-5 Miata",Convertible,2014,167,23720,7.04
Ford,Fusion,Sedan,2015,231,32780,7.05
Volkswagen,"Golf GTI","4dr Hatchback",2016,220,31220,7.05
Subaru,Impreza,"4dr Hatchback",2015,148,20995,7.05
Subaru,Impreza,Sedan,2015,148,20995,7.05
Volkswagen,"Jetta GLI",Sedan,2014,210,29775,7.05
Volkswagen,"Jetta GLI",Sedan,2014,210,29775,7.05
Toyota,Matrix,"4dr Hatchback",2013,158,22415,7.05
Mitsubishi,"Outlander Sport","4dr SUV",2017,148,20995,7.05
Volvo,S60,Sedan,2015,250,35450,7.05
Hyundai,"Santa Fe","4dr SUV",2017,290,41150,7.05
Ford,"Transit Wagon","Passenger Van",2016,310,43995,7.05
Scion,xD,"4dr Hatchback",2013,128,18155,7.05
Mazda,3,Sedan,2015,184,26095,7.05
Mazda,5,"Passenger Minivan",2014,157,22270,7.05
Saab,9-7X,"4dr SUV",2008,285,40400,7.05
Oldsmobile,Alero,Coupe,2002,140,19855,7.05
Volkswagen,"Beetle Convertible",Convertible,2016,210,29790,7.05
Volkswagen,"Beetle Convertible",Convertible,2016,210,29790,7.05
Volkswagen,Beetle,"2dr Hatchback",2015,210,29775,7.05
Volkswagen,Beetle,"2dr Hatchback",2015,210,29775,7.05
Pontiac,Bonneville,Sedan,2003,240,34020,7.05
Toyota,Corolla,Sedan,2016,132,18735,7.05
Honda,Crosstour,"4dr Hatchback",2013,192,27230,7.05
Ford,"E-Series Wagon","Passenger Van",2013,225,31900,7.05
BMW,"2 Series",Coupe,2017,248,35150,7.06
Saab,"9-3 Griffin",Wagon,2012,220,31180,7.06
Lincoln,Aviator,"4dr SUV",2004,302,42755,7.06
Toyota,Corolla,Sedan,2016,140,19835,7.06
Chevrolet,Corvette,Coupe,2015,455,64450,7.06
Mazda,CX-5,"4dr SUV",2014,184,26065,7.06
Mazda,CX-7,"4dr SUV",2011,161,22795,7.06
Toyota,Sienna,"Passenger Minivan",2016,266,37655,7.06
Cadillac,SRX,"4dr SUV",2015,308,43640,7.06
Cadillac,SRX,"4dr SUV",2016,308,43640,7.06
Toyota,Tacoma,"Extended Cab Pickup",2015,159,22525,7.06
Acura,TL,Sedan,2013,280,39635,7.06
Acura,TL,Sedan,2013,305,43185,7.06
Acura,TL,Sedan,2013,305,43185,7.06
Ford,"Explorer Sport","2dr SUV",2003,203,28760,7.06
Volkswagen,"Golf GTI","4dr Hatchback",2016,210,29725,7.06
Suzuki,Kizashi,Sedan,2011,180,25499,7.06
BMW,M2,Coupe,2016,365,51700,7.06
BMW,M2,Coupe,2017,365,51700,7.06
Pontiac,"Montana SV6","Passenger Minivan",2006,196,27750,7.06
Nissan,"Versa Note","4dr Hatchback",2015,109,15430,7.06
Suzuki,Vitara,"Convertible SUV",2002,127,17999,7.06
Honda,Pilot,"4dr SUV",2015,250,35370,7.07
Toyota,RAV4,"4dr SUV",2017,176,24910,7.07
Volvo,S60,Sedan,2015,240,33950,7.07
Volvo,S60,Sedan,2017,240,33950,7.07
Toyota,Sienna,"Passenger Minivan",2016,266,37620,7.07
Chevrolet,"Silverado 1500","Crew Cab Pickup",2015,285,40320,7.07
Chevrolet,Tahoe,"4dr SUV",2017,355,50215,7.07
Chevrolet,Tracker,"4dr SUV",2002,155,21935,7.07
Ford,"Transit Connect","Cargo Minivan",2017,169,23900,7.07
Ford,"Transit Connect","Cargo Minivan",2017,169,23900,7.07
Mazda,Tribute,"4dr SUV",2010,171,24200,7.07
Honda,Accord,Coupe,2017,185,26150,7.07
Toyota,"Camry Solara",Convertible,2008,210,29710,7.07
Dodge,Durango,"4dr SUV",2015,290,40995,7.07
Ford,"Fusion Hybrid",Sedan,2015,188,26575,7.07
Infiniti,FX35,"4dr SUV",2010,303,42850,7.07
Mitsubishi,Outlander,"4dr SUV",2017,224,31695,7.07
Mitsubishi,Outlander,"4dr SUV",2017,166,23495,7.07
Honda,Fit,"4dr Hatchback",2015,130,18360,7.08
Ford,Fusion,Sedan,2017,231,32610,7.08
Genesis,G80,Sedan,2017,311,43900,7.08
Suzuki,"Grand Vitara","4dr SUV",2011,166,23449,7.08
Pontiac,Montana,"Passenger Minivan",2003,185,26140,7.08
Volkswagen,Passat,Sedan,2015,170,23995,7.08
Volkswagen,Passat,Sedan,2015,170,23995,7.08
Nissan,Sentra,Sedan,2015,130,18350,7.08
Volkswagen,Tiguan,"4dr SUV",2015,200,28230,7.08
Volkswagen,Tiguan,"4dr SUV",2015,200,28250,7.08
Ford,"Transit Connect","Cargo Minivan",2015,169,23855,7.08
Ford,"Transit Connect","Cargo Minivan",2015,169,23855,7.08
Ford,"Transit Wagon","Passenger Van",2015,310,43795,7.08
Hyundai,Tucson,"4dr SUV",2015,164,23150,7.08
Cadillac,ATS,Sedan,2017,272,38395,7.08
Subaru,Baja,"Crew Cab Pickup",2006,165,23295,7.08
Volkswagen,Beetle,"2dr Hatchback",2016,170,23995,7.08
Volkswagen,Beetle,"2dr Hatchback",2016,170,23995,7.08
Volkswagen,Beetle,"2dr Hatchback",2017,170,23995,7.08
Cadillac,CTS,Sedan,2015,420,59340,7.08
Ford,"E-Series Wagon","Passenger Van",2014,255,36020,7.08
Hyundai,"Elantra Coupe",Coupe,2013,148,20895,7.08
Hyundai,"Elantra Touring","4dr Hatchback",2011,138,19495,7.08
Hyundai,"Elantra Touring","4dr Hatchback",2012,138,19495,7.08
FIAT,500,"2dr Hatchback",2016,160,22575,7.09
GMC,Acadia,"4dr SUV",2017,310,43750,7.09
Lincoln,Continental,Sedan,2002,275,38790,7.09
Chevrolet,Corvette,Convertible,2015,650,91650,7.09
Chevrolet,Corvette,Coupe,2016,460,64855,7.09
Chevrolet,Corvette,Coupe,2017,460,64905,7.09
Lexus,"ES 330",Sedan,2004,225,31725,7.09
Ford,F-150,"Crew Cab Pickup",2016,325,45845,7.09
Ford,F-150,"Crew Cab Pickup",2017,325,45845,7.09
Volkswagen,GTI,"2dr Hatchback",2013,200,28195,7.09
Volkswagen,GTI,"2dr Hatchback",2013,200,28195,7.09
Volkswagen,"Jetta GLI",Sedan,2013,200,28200,7.09
Volkswagen,"Jetta GLI",Sedan,2013,200,28200,7.09
Volkswagen,Jetta,Sedan,2015,115,16215,7.09
Infiniti,M,Sedan,2012,420,59200,7.09
Volkswagen,Passat,Sedan,2016,170,23975,7.09
Volkswagen,Passat,Sedan,2016,170,23975,7.09
Volkswagen,Passat,Sedan,2017,170,23975,7.09
Suzuki,XL-7,"4dr SUV",2005,185,26099,7.09
Infiniti,QX70,"4dr SUV",2015,325,45850,7.09
Infiniti,QX70,"4dr SUV",2016,325,45850,7.09
Infiniti,QX70,"4dr SUV",2017,325,45850,7.09
Buick,Regal,Sedan,2017,259,36540,7.09
Volkswagen,Routan,"Passenger Minivan",2012,283,39890,7.09
Chrysler,Sebring,Sedan,2008,173,24415,7.09
Chevrolet,"Silverado 1500","Crew Cab Pickup",2016,355,50040,7.09
Honda,Pilot,"4dr SUV",2016,280,39455,7.1
Acura,RDX,"4dr SUV",2017,279,39270,7.1
Buick,Regal,Sedan,2016,259,36490,7.1
Chevrolet,S-10,"Regular Cab Pickup",2003,120,16905,7.1
Audi,S3,Sedan,2015,292,41100,7.1
Toyota,Sienna,"Passenger Minivan",2015,266,37445,7.1
Toyota,Sienna,"Passenger Minivan",2017,296,41715,7.1
GMC,"Sierra 1500 Hybrid","Crew Cab Pickup",2012,332,46790,7.1
GMC,"Sierra 1500","Crew Cab Pickup",2015,355,49965,7.1
Kia,Sportage,"4dr SUV",2017,181,25500,7.1
Chevrolet,Tahoe,"4dr SUV",2016,355,50000,7.1
Ford,Thunderbird,Convertible,2005,280,39415,7.1
Acura,TL,Sedan,2012,305,42985,7.1
Acura,TL,Sedan,2012,280,39435,7.1
Acura,TL,Sedan,2012,305,42985,7.1
Chevrolet,Tracker,"4dr SUV",2002,127,17890,7.1
Ford,"Fusion Hybrid",Sedan,2016,188,26480,7.1
Ford,"Fusion Hybrid",Sedan,2017,188,26480,7.1
Infiniti,"G Convertible",Convertible,2011,325,45750,7.1
Volkswagen,"Golf GTI","4dr Hatchback",2015,220,30980,7.1
Toyota,Highlander,"4dr SUV",2015,270,38050,7.1
GMC,Jimmy,"4dr SUV",2001,190,26770,7.1
Lincoln,"Mark LT","Crew Cab Pickup",2006,300,42235,7.1
Pontiac,Montana,"Passenger Minivan",2005,185,26040,7.1
Chrysler,300,Sedan,2017,292,41135,7.1
Cadillac,ATS,Sedan,2016,335,47155,7.1
Subaru,"B9 Tribeca","4dr SUV",2007,245,34495,7.1
Subaru,"B9 Tribeca","4dr SUV",2007,245,34495,7.1
Volvo,V60,Wagon,2016,325,45800,7.1
Volvo,XC60,"4dr SUV",2015,325,45800,7.1
Lexus,"ES 350",Sedan,2015,268,37700,7.11
Infiniti,FX,"4dr SUV",2011,303,42600,7.11
Lexus,"IS 350",Sedan,2016,306,43035,7.11
Volkswagen,"Jetta GLI",Sedan,2013,210,29525,7.11
Volkswagen,"Jetta GLI",Sedan,2013,210,29525,7.11
Lincoln,LS,Sedan,2005,232,32640,7.11
Lexus,"RC 350",Coupe,2017,306,43010,7.11
Honda,Ridgeline,"Crew Cab Pickup",2014,250,35155,7.11
Toyota,Sienna,"Passenger Minivan",2015,266,37400,7.11
Chevrolet,Suburban,"4dr SUV",2017,355,49915,7.11
Buick,Terraza,"Passenger Minivan",2005,200,28110,7.11
Chrysler,300,Sedan,2016,292,41055,7.11
Mazda,3,"4dr Hatchback",2016,155,21795,7.11
FIAT,500,"2dr Hatchback",2015,160,22495,7.11
Mazda,5,"Passenger Minivan",2013,157,22070,7.11
Saab,9-4X,"4dr SUV",2011,265,37250,7.11
Cadillac,"ATS Coupe",Coupe,2015,321,45150,7.11
Chevrolet,Classic,Sedan,2005,140,19690,7.11
Toyota,Corolla,Sedan,2015,132,18565,7.11
Mazda,CX-5,"4dr SUV",2016,155,21795,7.11
Mazda,CX-5,"4dr SUV",2016,155,21795,7.11
Ford,"E-Series Wagon","Passenger Van",2014,255,35860,7.11
Honda,Accord,Coupe,2016,185,26000,7.12
Toyota,Avalon,Sedan,2017,268,37650,7.12
Lincoln,Aviator,"4dr SUV",2003,302,42435,7.12
Chevrolet,Blazer,"4dr SUV",2003,190,26695,7.12
Toyota,Corolla,Sedan,2015,140,19665,7.12
Chevrolet,Corvette,Convertible,2017,455,63905,7.12
Honda,CR-V,"4dr SUV",2016,185,25995,7.12
Ford,Escape,"4dr SUV",2016,168,23590,7.12
Ford,Escape,"4dr SUV",2017,168,23600,7.12
Ford,Freestyle,Wagon,2006,203,28530,7.12
Infiniti,"G Coupe",Coupe,2011,348,48900,7.12
Infiniti,"G Sedan",Sedan,2012,328,46050,7.12
Volkswagen,"Golf GTI","4dr Hatchback",2015,210,29485,7.12
Volkswagen,"Golf GTI","4dr Hatchback",2017,220,30890,7.12
Mitsubishi,"Outlander Sport","4dr SUV",2015,148,20795,7.12
Mitsubishi,"Outlander Sport","4dr SUV",2015,168,23595,7.12
Mitsubishi,"Outlander Sport","4dr SUV",2016,148,20795,7.12
Chrysler,Pacifica,Wagon,2007,255,35825,7.12
Toyota,Yaris,"2dr Hatchback",2016,106,14895,7.12
Hyundai,"Santa Fe Sport","4dr SUV",2015,190,26700,7.12
Hyundai,"Santa Fe Sport","4dr SUV",2016,190,26700,7.12
GMC,"Sierra 1500","Extended Cab Pickup",2015,285,40045,7.12
GMC,"Sierra 1500","Crew Cab Pickup",2017,285,40025,7.12
Chevrolet,Spark,"4dr Hatchback",2016,98,13760,7.12
Ford,Thunderbird,Convertible,2003,280,39310,7.12
Volkswagen,"Touareg 2","4dr SUV",2008,280,39300,7.12
Volkswagen,"Touareg 2","4dr SUV",2009,280,39300,7.12
Chevrolet,Uplander,"Passenger Minivan",2006,201,28250,7.12
Honda,Pilot,"4dr SUV",2017,280,39255,7.13
Honda,Pilot,"4dr SUV",2017,280,39255,7.13
Chevrolet,"Silverado 1500","Extended Cab Pickup",2017,285,39965,7.13
Pontiac,Solstice,Convertible,2009,173,24275,7.13
Hyundai,Sonata,Sedan,2017,245,34350,7.13
Subaru,Tribeca,"4dr SUV",2012,256,35895,7.13
Acura,TSX,Sedan,2014,280,39275,7.13
Chevrolet,Equinox,"4dr SUV",2017,182,25510,7.13
Ford,F-150,"Crew Cab Pickup",2017,385,54004,7.13
Ford,"Five Hundred",Sedan,2007,203,28460,7.13
Suzuki,Kizashi,Sedan,2012,180,25249,7.13
Lincoln,LS,Sedan,2006,280,39285,7.13
Nissan,370Z,Convertible,2015,332,46570,7.13
Nissan,370Z,Convertible,2016,332,46570,7.13
Nissan,370Z,Convertible,2017,332,46570,7.13
Mazda,3,Sedan,2016,184,25795,7.13
FIAT,500X,"4dr SUV",2016,180,25235,7.13
